province,district,division,location,sublocation,male,female,total,households,area_sqkm,density
CENTRAL,KIRINYAGA,MWEA,THIBA,NGUKA,5412,5656,11068,3150,17.3,639.95
CENTRAL,KIRINYAGA,MWEA,THIBA,WAMUMU,8984,8897,17881,5132,61.98,288.52
CENTRAL,KIRINYAGA,NDIA,KARITI,GACHARU,2523,2592,5115,1441,15.57,328.42
CENTRAL,KIRINYAGA,NDIA,KARITI,MUKUI,1871,1922,3793,1062,6.4,592.85
CENTRAL,KIRINYAGA,NDIA,KARITI,NYANGIO,2229,2295,4524,1240,12.8,353.53
CENTRAL,KIRINYAGA,NDIA,KARITI,SAGANA,4816,4970,9786,3256,16.67,587.04
CENTRAL,KIRINYAGA,NDIA,KARITI,THIGIRICHI,2313,2412,4725,1330,18.7,252.65
CENTRAL,KIRINYAGA,NDIA,KIINE,KIANGAI,4061,4490,8551,2629,15.94,536.34
CENTRAL,KIRINYAGA,NDIA,KIINE,KIBIGOTI,3184,3422,6606,1926,13.21,499.94
CENTRAL,KIRINYAGA,NDIA,KIINE,NGUGU-INE,2715,3075,5790,1716,12.02,481.52
CENTRAL,KIRINYAGA,NDIA,KIINE,RUIRU,1976,1989,3965,1147,10.2,388.77
CENTRAL,KIRINYAGA,NDIA,MUKURE,KAGIOINI,2184,2294,4478,1227,7.15,626.04
CENTRAL,KIRINYAGA,NDIA,MUKURE,KANYOKORA,2545,2760,5305,1560,9.61,551.91
CENTRAL,KIRINYAGA,NDIA,MUKURE,MUKURE,4036,4457,8493,2476,18.9,449.44
CENTRAL,KIRINYAGA,NDIA,MWERUA,GITAKU,3919,3924,7843,2351,16.18,484.85
CENTRAL,KIRINYAGA,NDIA,MWERUA,KIANJANGA,2164,2253,4417,1204,7.44,593.76
CENTRAL,KIRINYAGA,NDIA,MWERUA,KITHUMBU,5532,5997,11529,3685,18.9,610.13
CENTRAL,KIRINYAGA,NDIA,MWERUA,MAITHARUI,2255,2340,4595,1241,11.07,414.92
CENTRAL,LARI,GATAMAIYU,GATAMAIYU,KAGWE,4221,4405,8626,2357,15.01,574.53
CENTRAL,LARI,GATAMAIYU,GATAMAIYU,KAMUCHEGE,2759,2681,5440,1364,10.12,537.54
CENTRAL,LARI,GATAMAIYU,KAMBURU,KAGAA,2573,2527,5100,1399,14,364.25
CENTRAL,LARI,GATAMAIYU,KAMBURU,KAMBURU,2773,2885,5658,1501,9.94,568.96
CENTRAL,LARI,GATAMAIYU,KAMBURU,MATIMBEI,1350,1403,2753,733,7.5,367.15
CENTRAL,LARI,GATAMAIYU,NYANDUMA,GACHOIRE,3154,3379,6533,1723,16.16,404.24
CENTRAL,LARI,GATAMAIYU,NYANDUMA,NYANDUMA,4062,4233,8295,2047,18.99,436.83
CENTRAL,LARI,LARI,GITITHIA,GITITHIA,2389,2542,4931,1168,13.25,372.16
CENTRAL,LARI,LARI,GITITHIA,NYAMBARI,1562,1665,3227,862,2.77,1165.36
CENTRAL,LARI,LARI,KAMAE,KAMAE,3215,3399,6614,1492,57.52,114.99
CENTRAL,LARI,LARI,KAMAE,KAMUKOMBINI,2343,2461,4804,1023,16.69,287.88
CENTRAL,LARI,LARI,KIJABE,BATHI,3358,3659,7017,1817,7.25,968.09
CENTRAL,LARI,LARI,KIJABE,KIJABE,2656,3197,5853,1529,13.21,443.14
CENTRAL,LARI,LARI,KIJABE,MAGINA,2721,2940,5661,1426,3.25,1741.9
CENTRAL,LARI,LARI,KIJABE,MBAUINI,1288,1357,2645,604,6.04,437.94
CENTRAL,LARI,LARI,KINALE,KINALE,3197,3331,6528,1396,19.48,335.09
CENTRAL,LARI,LARI,KINALE,MUKEU,4042,4019,8061,1826,92.81,86.86
CENTRAL,LARI,LARI,KIRENGA,ESCARPMENT,1797,1891,3688,867,16.66,221.36
CENTRAL,LARI,LARI,KIRENGA,GITUAMBA,1090,1102,2192,544,4.01,546.08
CENTRAL,LARI,LARI,KIRENGA,KAMBAA,3212,3224,6436,1483,47.76,134.74
CENTRAL,LARI,LARI,KIRENGA,KIRENGA,1945,2087,4032,1044,5.01,804.87
CENTRAL,LARI,LARI,LARI,GITHIRIONI,1664,1722,3386,851,22.62,149.67
CENTRAL,LARI,LARI,LARI,LARI SCHEME,3261,3154,6415,1723,19.1,335.94
CENTRAL,MURANGA NORTH,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,27,15,42,19,173.92,0.24
CENTRAL,MURANGA NORTH,KAHURO,KAHUHIA,GATHERU,2427,2841,5268,1470,10.69,492.66
CENTRAL,MURANGA NORTH,KAHURO,KAHUHIA,KIROGO,2642,3028,5670,1520,8.81,643.62
CENTRAL,MURANGA NORTH,KAHURO,KAHUHIA,MUKANGU,1537,1584,3121,845,7.21,432.58
CENTRAL,MURANGA NORTH,KAHURO,MUGOIRI,GATUNDU,2355,2604,4959,1370,9.63,515.12
CENTRAL,MURANGA NORTH,KAHURO,MUGOIRI,KAHURO,3398,3886,7284,2147,12.65,575.78
CENTRAL,MURANGA NORTH,KAHURO,MUGOIRI,KIRIA,4232,4527,8759,2440,18.8,465.95
CENTRAL,MURANGA NORTH,KAHURO,MUGOIRI,MIRICHU,3894,4296,8190,2250,16.31,502.29
CENTRAL,MURANGA NORTH,KAHURO,MURARANDIA,GATHAITHI,3205,3364,6569,1805,18.32,358.51
CENTRAL,MURANGA NORTH,KAHURO,MURARANDIA,GATUYA,2880,3127,6007,1688,9.61,624.88
CENTRAL,MURANGA NORTH,KAHURO,MURARANDIA,KAGANDA,2460,2739,5199,1421,10.03,518.27
CENTRAL,MURANGA NORTH,KAHURO,MURARANDIA,MURARANDIA,2824,3002,5826,1646,13.9,419.26
CENTRAL,MURANGA NORTH,KAHURO,MURARANDIA,THERI,2546,2796,5342,1563,8.17,654.23
CENTRAL,MURANGA NORTH,KAHURO,WEITHAGA,KAHUTI,2307,2516,4823,1315,7.21,668.88
CENTRAL,MURANGA NORTH,KAHURO,WEITHAGA,WANGU,1873,1964,3837,1070,6.82,562.27
CENTRAL,MURANGA NORTH,KAHURO,WEITHAGA,WANJENGI,2925,3254,6179,1770,10.05,615.06
CENTRAL,MURANGA NORTH,KANGEMA,IYEGO,GACHARAIGU,2026,2270,4296,1249,10.53,408.07
CENTRAL,MURANGA NORTH,KANGEMA,IYEGO,GIKUI,2458,2612,5070,1410,9.28,546.18
CENTRAL,MURANGA NORTH,KANGEMA,IYEGO,GITHUNGURI,1430,1652,3082,869,6.38,483.38
CENTRAL,MURANGA NORTH,KANGEMA,IYEGO,NYAKAHURA,1854,2135,3989,1087,10.13,393.71
CENTRAL,MURANGA NORTH,KANGEMA,KANYENYAINI,GITHIGA,2158,2383,4541,1293,7.44,610.46
CENTRAL,MURANGA NORTH,KANGEMA,KANYENYAINI,GITUGU,1574,1750,3324,956,5.82,571.06
CENTRAL,MURANGA NORTH,KANGEMA,KANYENYAINI,KANYENYAINI,1835,1889,3724,1096,7.82,476.39
CENTRAL,MURANGA NORTH,KANGEMA,KANYENYAINI,KIBUTHA,1087,1294,2381,638,4.46,534.02
CENTRAL,MURANGA NORTH,KANGEMA,KANYENYAINI,NGOEI-INI,743,786,1529,423,4.02,380.09
CENTRAL,MURANGA NORTH,KANGEMA,KIRURI,ICHICHI,1155,1155,2310,616,8.97,257.4
CENTRAL,MURANGA NORTH,KANGEMA,KIRURI,KARURUMO,845,809,1654,477,6.87,240.74
CENTRAL,MURANGA NORTH,KANGEMA,KIRURI,KIRURI,1180,1233,2413,720,8.5,283.84
CENTRAL,MURANGA NORTH,KANGEMA,KIRURI,NDUI-INI,644,672,1316,356,6.47,203.5
CENTRAL,MURANGA NORTH,KANGEMA,KIRURI,TUTHU,765,755,1520,416,6.42,236.81
CENTRAL,MURANGA NORTH,KANGEMA,MUGURU,GAKIRA,3425,3486,6911,2161,8.06,857.22
CENTRAL,MURANGA NORTH,KANGEMA,MUGURU,KANORERO,1545,1653,3198,839,4.84,661.11
CENTRAL,MURANGA NORTH,KANGEMA,MUGURU,KIAIRATHE,1531,1803,3334,947,5.29,630.02
CENTRAL,MURANGA NORTH,KANGEMA,MUGURU,WATUHA,2207,2437,4644,1305,6.49,715.92
CENTRAL,MURANGA NORTH,KANGEMA,RWATHIA,KIAWAMBOGO,1966,2279,4245,1161,11.18,379.86
CENTRAL,MURANGA NORTH,KANGEMA,RWATHIA,KIHOYA,2288,2453,4741,1302,9.93,477.39
CENTRAL,MURANGA NORTH,KANGEMA,RWATHIA,RWATHIA,2311,2712,5023,1447,8.89,565.12
CENTRAL,MURANGA NORTH,KANGEMA,RWATHIA,WANJERERE,1879,1864,3743,1046,15.85,236.16
CENTRAL,MURANGA NORTH,KIHARU,GATURI,GAKUYU,3122,3281,6403,1748,17.4,367.93
CENTRAL,MURANGA NORTH,KIHARU,GATURI,GATHUKIINI,3745,4258,8003,2248,14.15,565.43
CENTRAL,MURANGA NORTH,KIHARU,GATURI,GEITWA/MUGEKA,2679,2770,5449,1490,13.25,411.21
CENTRAL,MURANGA NORTH,KIHARU,GIKINDU,GITHURI,1564,1536,3100,857,29.79,104.06
CENTRAL,MURANGA NORTH,KIHARU,GIKINDU,KAMBIRWA,3067,3090,6157,1711,19.11,322.17
CENTRAL,MURANGA NORTH,KIHARU,GIKINDU,MIRIRA,2822,2993,5815,1548,33.86,171.73
CENTRAL,MURANGA NORTH,KIHARU,KIMATHI,KIGONGO,1495,1602,3097,816,10.7,289.36
CENTRAL,MURANGA NORTH,KIHARU,KIMATHI,NYAKIHAI,3006,3008,6014,1507,24.25,248.02
CENTRAL,MURANGA NORTH,KIHARU,KIMATHI,RURII,2182,2240,4422,1120,23.29,189.84
CENTRAL,MURANGA NORTH,KIHARU,MBIRI,GIKANDU,2141,2107,4248,1107,9.74,436.1
CENTRAL,MURANGA NORTH,KIHARU,MBIRI,MARAGI,1969,1999,3968,1085,5.05,785.21
CENTRAL,MURANGA NORTH,KIHARU,MBIRI,MUCHUNGUCHA,4772,5111,9883,2512,21.26,464.8
CENTRAL,MURANGA NORTH,KIHARU,TOWNSHIP,KARURI,3660,3902,7562,2690,5.43,1393.4
CENTRAL,MURANGA NORTH,KIHARU,TOWNSHIP,MUKUYU,6084,6764,12848,4458,7.58,1695.9
CENTRAL,MURANGA NORTH,KIHARU,TOWNSHIP,NJOGU-INI,3677,3397,7074,1915,6.7,1055.85
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,CHUI,1234,1440,2674,715,5.06,528.16
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,GITUGI,2236,2535,4771,1370,10.05,474.84
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,KAMBARA,948,1063,2011,585,4.25,473.56
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,KARUNGE,1371,1543,2914,861,5.04,578.42
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,MIHUTI,1002,1153,2155,622,4.23,509.7
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,NGUTU,2411,2556,4967,1432,7.85,633.13
CENTRAL,MURANGA NORTH,MATHIOYA,GITUGI,RUNYEKI,1568,1803,3371,947,12.76,264.2
CENTRAL,MURANGA NORTH,MATHIOYA,KAMACHARIA,KAIRI,1962,2143,4105,1169,7.37,556.69
CENTRAL,MURANGA NORTH,MATHIOYA,KAMACHARIA,KAMACHARIA,2802,2989,5791,1747,9.61,602.36
CENTRAL,MURANGA NORTH,MATHIOYA,KAMACHARIA,KAMUNE,3125,3377,6502,1921,11.86,548.14
CENTRAL,MURANGA NORTH,MATHIOYA,KAMACHARIA,THUITA,2143,2364,4507,1266,8.27,544.84
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KAGUMO-INI,1777,2032,3809,1087,7.19,529.68
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KAIRO,1719,1739,3458,944,9.71,356.26
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KANJAMA,2487,2862,5349,1404,8.4,636.97
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KIAMBUTHIA,2821,2976,5797,1501,11.2,517.63
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KIRIAINI,1592,1844,3436,1151,4.82,713.03
CENTRAL,MURANGA NORTH,MATHIOYA,KIRU,KORA,1754,2009,3763,1033,5.5,684.24
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,GACHARAGEINI,1674,1729,3403,908,9.53,357.09
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,GATUNGURU,1653,1873,3526,974,6.13,575.41
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,GIKOE,1831,1965,3796,1008,6.27,605.14
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,KAGONGO,910,905,1815,502,7.25,250.25
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,KIAMUTURI,1374,1337,2711,638,9.97,272.04
CENTRAL,MURANGA NORTH,MATHIOYA,NJUMBI,NYAKIANGA,1705,1841,3546,951,5.03,704.83
CENTRAL,MURANGA SOUTH,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,0,0,0,0,80.46,0
CENTRAL,MURANGA SOUTH,KANDARA,GAICHANJIRU,GAICHANJIRU,1845,2006,3851,1020,4.93,780.9
CENTRAL,MURANGA SOUTH,KANDARA,GAICHANJIRU,KAGIRA,1345,1581,2926,774,5.25,556.96
CENTRAL,MURANGA SOUTH,KANDARA,GAICHANJIRU,KAGUMO-INI,2796,2935,5731,1444,9.86,581.32
CENTRAL,MURANGA SOUTH,KANDARA,GAICHANJIRU,MARIA-INI,1832,2050,3882,995,7.51,516.74
CENTRAL,MURANGA SOUTH,KANDARA,GAICHANJIRU,NGURWE-INI,2715,3066,5781,1539,7.67,753.34
CENTRAL,MURANGA SOUTH,KANDARA,ITHIRU,GAKARARA,2420,2558,4978,1205,5.43,917.3
CENTRAL,MURANGA SOUTH,KANDARA,ITHIRU,GAKUI/KARIMAMWARO,3834,4316,8150,2057,13.2,617.57
CENTRAL,MURANGA SOUTH,KANDARA,ITHIRU,GITHUYA,882,910,1792,466,2.98,601.75
CENTRAL,MURANGA SOUTH,KANDARA,ITHIRU,KAGUTHI,2885,3224,6109,1552,8.74,699.28
CENTRAL,MURANGA SOUTH,KANDARA,ITHIRU,KIIRI,2955,3198,6153,1703,7.33,839.29
CENTRAL,MURANGA SOUTH,KANDARA,KAGUNDU-INI,GITHUNGURI,1995,2057,4052,1039,6.75,600.04
CENTRAL,MURANGA SOUTH,KANDARA,KAGUNDU-INI,GITURA,2751,2857,5608,1501,7.01,800.07
CENTRAL,MURANGA SOUTH,KANDARA,KAGUNDU-INI,KABATI,4242,4439,8681,2529,8.93,971.77
CENTRAL,MURANGA SOUTH,KANDARA,KAGUNDU-INI,KAGUNDU-INI,2426,2561,4987,1349,6.37,782.83
CENTRAL,MURANGA SOUTH,KANDARA,KAGUNDU-INI,KARITI,2661,2858,5519,1453,9.2,599.81
CENTRAL,MURANGA SOUTH,KANDARA,MURUKA,GATITU,1965,2132,4097,1087,6.73,608.34
CENTRAL,MURANGA SOUTH,KANDARA,MURUKA,MURUKA(KIRANGA),6270,6764,13034,3454,16.88,772.3
CENTRAL,MURANGA SOUTH,KANDARA,MURUKA,NGUTHURU,3170,3234,6404,1687,8.76,730.98
CENTRAL,MURANGA SOUTH,KANDARA,NGARARIA,KAWENDO,1592,1660,3252,806,4.33,750.57
CENTRAL,MURANGA SOUTH,KANDARA,NGARARIA,NAARO,4425,4484,8909,2325,11.73,759.8
CENTRAL,MURANGA SOUTH,KANDARA,NGARARIA,NGARARIA,2838,3006,5844,1566,5.85,999.62
CENTRAL,MURANGA SOUTH,KANDARA,RUCHU,GACHARAGE,4787,5017,9804,2542,17.17,571.01
CENTRAL,MURANGA SOUTH,KANDARA,RUCHU,GITHUMU,4709,4736,9445,2495,20.32,464.78
CENTRAL,MURANGA SOUTH,KANDARA,RUCHU,GITURU,1696,1662,3358,879,8.89,377.58
CENTRAL,MURANGA SOUTH,KANDARA,RUCHU,KARIUA,2908,3284,6192,1705,11.41,542.89
CENTRAL,MURANGA SOUTH,KANDARA,RUCHU,MUNGARIA/MUKANGU,3892,4232,8124,2062,12.68,640.85
CENTRAL,MURANGA SOUTH,KIGUMO,KANGARI,KANGARI,5946,5964,11910,3420,22.38,532.26
CENTRAL,MURANGA SOUTH,KIGUMO,KANGARI,MAKOMBOKI,4139,4156,8295,2204,24.05,344.93
CENTRAL,MURANGA SOUTH,KIGUMO,KANGARI,MARIIRA,4383,4607,8990,2422,17.32,518.92
CENTRAL,MURANGA SOUTH,KIGUMO,KIGUMO,GACHOCHO,3701,4113,7814,2108,13.75,568.37
CENTRAL,MURANGA SOUTH,KIGUMO,KIGUMO,GITHIMA,4807,5437,10244,2726,15.24,671.99
CENTRAL,MURANGA SOUTH,KIGUMO,KIGUMO,IRIGU-INI,1901,2074,3975,1182,5.78,687.31
CENTRAL,MURANGA SOUTH,KIGUMO,KIGUMO,KIRERE,3405,3691,7096,1878,9.37,757.15
CENTRAL,MURANGA SOUTH,KIGUMO,KIGUMO,MARUMI,965,1040,2005,583,3.28,611.65
CENTRAL,MURANGA SOUTH,KIGUMO,KINYONA,GACHARAGE,3269,3345,6614,1789,24.86,266.03
CENTRAL,MURANGA SOUTH,KIGUMO,KINYONA,KAMUKABI,3498,3774,7272,1859,15.3,475.29
CENTRAL,MURANGA SOUTH,KIGUMO,KINYONA,KINYONA,3232,3314,6546,1797,21.58,303.32
CENTRAL,MURANGA SOUTH,MAKUYU,KAMAHUHA,IGANJO,2429,2494,4923,1232,16.23,303.36
CENTRAL,MURANGA SOUTH,MAKUYU,KAMAHUHA,KAHARATI,2328,2472,4800,1242,9.38,511.79
CENTRAL,MURANGA SOUTH,MAKUYU,KAMAHUHA,KAMAHUHA,2126,2402,4528,1193,8.78,515.54
CENTRAL,MURANGA SOUTH,MAKUYU,KAMAHUHA,SABASABA,4758,5180,9938,2784,13.38,743.01
CENTRAL,MURANGA SOUTH,MAKUYU,KAMBITI,KAMBITI,2531,2525,5056,1289,20.32,248.8
CENTRAL,MURANGA SOUTH,MAKUYU,KAMBITI,KARIA-INI,1799,1784,3583,878,11.27,318.05
CENTRAL,MURANGA SOUTH,MAKUYU,KAMBITI,MARANJAU,1075,859,1934,489,6.87,281.47
CENTRAL,MURANGA SOUTH,MAKUYU,KAMBITI,MIHANGO,1956,2043,3999,1006,9.28,430.76
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,GAKUNGU,3950,4019,7969,2131,24.38,326.82
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,GATHUNGURURU,2762,2703,5465,1422,46.09,118.57
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,KIMORORI,5412,5702,11114,2895,24.67,450.54
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,KIRIMIRI,6042,6078,12120,2924,76.06,159.35
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,MAKUYU,3291,3530,6821,1832,13.97,488.23
CENTRAL,MURANGA SOUTH,MAKUYU,MAKUYU,WEMPA,7867,7919,15786,4245,55.18,286.07
CENTRAL,MURANGA SOUTH,MARAGUA,ICHAGAKI,GIKOMORA,2152,2324,4476,1186,7.19,622.68
CENTRAL,MURANGA SOUTH,MARAGUA,ICHAGAKI,ICHAGAKI,2672,2964,5636,1403,10.77,523.42
CENTRAL,MURANGA SOUTH,MARAGUA,ICHAGAKI,KIANJIRU-INI,4850,5392,10242,2980,12.96,790.52
CENTRAL,MURANGA SOUTH,MARAGUA,ICHAGAKI,SAMAR,1580,1319,2899,837,27.22,106.49
CENTRAL,MURANGA SOUTH,MARAGUA,KAHUMBU,GAKUYU,2226,2524,4750,1257,6.24,761.65
CENTRAL,MURANGA SOUTH,MARAGUA,KAHUMBU,GITHEMBE,2053,2299,4352,1198,6.01,723.92
CENTRAL,MURANGA SOUTH,MARAGUA,KAHUMBU,KAHARIRO,1234,1466,2700,738,4.96,544.42
CENTRAL,MURANGA SOUTH,MARAGUA,KAHUMBU,KANDANI,2530,2770,5300,1385,12.39,427.64
CENTRAL,MURANGA SOUTH,MARAGUA,KAHUMBU,MUGUMO-INI,1179,1305,2484,654,3.62,686.68
CENTRAL,MURANGA SOUTH,MARAGUA,MARAGUA RIDGE,KAMUIRU,1494,1485,2979,730,10.71,278.12
CENTRAL,MURANGA SOUTH,MARAGUA,MARAGUA RIDGE,MARAGUA RIDGE,1834,1810,3644,928,19.32,188.62
CENTRAL,MURANGA SOUTH,MARAGUA,MUTHITHI,GIKARANGU,3355,3432,6787,1665,11.65,582.83
CENTRAL,MURANGA SOUTH,MARAGUA,MUTHITHI,KAGURUMO,2355,2549,4904,1220,9.95,492.81
CENTRAL,MURANGA SOUTH,MARAGUA,MUTHITHI,KIAHITI,1324,1427,2751,734,3.55,774.56
CENTRAL,MURANGA SOUTH,MARAGUA,MUTHITHI,MUNGU-INI,1726,1882,3608,926,4.29,840.61
CENTRAL,MURANGA SOUTH,MARAGUA,MUTHITHI,MUTHITHI,2579,2790,5369,1405,6.49,826.78
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,GAKOIGO,3735,3832,7567,2119,12.93,585.14
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,GATHERA,2287,2497,4784,1239,8.89,538.42
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,IREMBU,753,762,1515,404,2.19,692.29
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,ITAAGA,1393,1557,2950,813,4.19,703.22
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,KAHARO,1777,1986,3763,1004,6.62,568.2
CENTRAL,MURANGA SOUTH,MARAGUA,NGINDA,MBUGUA,1859,1922,3781,989,7.87,480.66
CENTRAL,NYANDARUA NORTH,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,0,0,0,0,132.82,0
CENTRAL,NYANDARUA NORTH,NDARAGWA,KAHUTHA,KARIKI,1944,1875,3819,903,48.31,79.06
CENTRAL,NYANDARUA NORTH,NDARAGWA,KAHUTHA,KIANJOGU,1401,1502,2903,731,56.05,51.79
CENTRAL,NYANDARUA NORTH,NDARAGWA,KAHUTHA,KIRIOGO,1250,1266,2516,641,18.55,135.6
CENTRAL,NYANDARUA NORTH,NDARAGWA,KAHUTHA,MURICHO,3479,3611,7090,1927,44.51,159.28
CENTRAL,NYANDARUA NORTH,NDARAGWA,KAHUTHA,URUKU,1309,1359,2668,689,30.07,88.72
CENTRAL,NYANDARUA NORTH,NDARAGWA,KANYAGIA,KANYAGIA,1478,1653,3131,797,19.01,164.67
CENTRAL,NYANDARUA NORTH,NDARAGWA,KANYAGIA,KIHARA,1219,1243,2462,650,32.27,76.3
CENTRAL,NYANDARUA NORTH,NDARAGWA,KANYAGIA,MURUAI,2629,2742,5371,1291,38.68,138.84
CENTRAL,NYANDARUA NORTH,NDARAGWA,KIRITA,MAIRO-INYA,6547,6962,13509,3642,25.48,530.17
CENTRAL,NYANDARUA NORTH,NDARAGWA,KIRITA,SHAURI,1857,1974,3831,943,10.95,349.83
CENTRAL,NYANDARUA NORTH,NDARAGWA,LESHAU,KARAGOINI,3162,3488,6650,1647,47.79,139.14
CENTRAL,NYANDARUA NORTH,NDARAGWA,LESHAU,MBUYU,3059,3390,6449,1713,49.74,129.66
CENTRAL,NYANDARUA NORTH,NDARAGWA,MATHINGIRA,LESHAU,3033,3259,6292,1631,39.06,161.09
CENTRAL,NYANDARUA NORTH,NDARAGWA,MATHINGIRA,NDIVAI,1214,1280,2494,621,19.82,125.85
CENTRAL,NYANDARUA NORTH,NDARAGWA,SHAMATA,KARANDI,3068,3232,6300,1461,22.36,281.81
CENTRAL,NYANDARUA NORTH,NDARAGWA,SHAMATA,KIRIMA,2258,2288,4546,1017,47.32,96.06
CENTRAL,NYANDARUA NORTH,NDARAGWA,SHAMATA,PESI,1880,1856,3736,1046,50.92,73.37
CENTRAL,NYANDARUA NORTH,NDARAGWA,SHAMATA,SHAMATA,3444,3477,6921,1745,30.73,225.23
CENTRAL,NYANDARUA NORTH,NDARAGWA,SHAMATA,SIMBARA,998,940,1938,522,21.99,88.12
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATHANJI,GATHANJI,3909,3801,7710,1831,56.17,137.26
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATHANJI,NGANO,3048,3070,6118,1518,25.37,241.19
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATHANJI,SILIBWET,6764,6857,13621,3265,52.38,260.04
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATIMU,GATIMU,6584,7016,13600,3675,38.78,350.65
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATIMU,GIKINGI,4501,4663,9164,2718,10.07,910.14
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,GATIMU,KANGUO,1874,1703,3577,909,23.38,152.99
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,OL JORO-OROK,LESRIKO,3542,3834,7376,1969,21.83,337.93
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,OL JORO-OROK,NYAIROKO,1052,1002,2054,557,19.41,105.82
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,OL JORO-OROK,ORAIMUTIA,1918,1916,3834,944,29.6,129.54
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,WERU,GATUMBIRO,2283,2422,4705,1174,27.88,168.77
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,WERU,KIRIMANGAI,2658,2740,5398,1301,22.07,244.54
CENTRAL,NYANDARUA NORTH,OLJORO-OROK,WERU,WERU,4221,4447,8668,2210,62.11,139.56
CENTRAL,NYANDARUA NORTH,OLKALOU,KAIMBAGA,GICHUNGO,5628,5606,11234,3166,47.74,235.33
CENTRAL,NYANDARUA NORTH,OLKALOU,KAIMBAGA,KANDUTURA,3261,3431,6692,1568,64,104.56
CENTRAL,NYANDARUA NORTH,OLKALOU,NDUNDORI,MATINDIRI,1716,1742,3458,817,26.53,130.32
CENTRAL,NYANDARUA NORTH,OLKALOU,NDUNDORI,MILANGINE,5911,6060,11971,2633,36.46,328.33
CENTRAL,NYANDARUA NORTH,OLKALOU,NDUNDORI,RUIRU,3084,3276,6360,1389,23.75,267.76
CENTRAL,NYANDARUA NORTH,OLKALOU,NDUNDORI,SABUGO,7288,7797,15085,3376,33.11,455.64
CENTRAL,NYANDARUA NORTH,OLKALOU,NGORIKA,NGORIKA,6646,6793,13439,3145,52.46,256.2
CENTRAL,NYANDARUA NORTH,OLKALOU,OL KALOU,MAWINGO,6973,7445,14418,3002,52.64,273.87
CENTRAL,NYANDARUA NORTH,OLKALOU,OL KALOU,MUNYEKI,5448,5648,11096,3042,52.49,211.41
CENTRAL,NYANDARUA NORTH,OLKALOU,RURII,MATURA,4432,4706,9138,2175,35.27,259.11
CENTRAL,NYANDARUA NORTH,OLKALOU,RURII,PASSENGA,2521,2523,5044,1286,35.54,141.91
CENTRAL,NYANDARUA NORTH,OLKALOU,RURII,RURII,4784,4986,9770,2416,56.39,173.27
CENTRAL,NYANDARUA NORTH,OLKALOU,TUMAINI,KANJUIRI,4345,4308,8653,1919,48.41,178.74
CENTRAL,NYANDARUA NORTH,OLKALOU,TUMAINI,UPPER GILGIL,1891,1851,3742,975,21.85,171.23
CENTRAL,NYANDARUA SOUTH,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,0,0,0,0,117.41,0
CENTRAL,NYANDARUA SOUTH,KINANGOP NORTH,ENGINEER,GATHARA,5051,5211,10262,2399,57.39,178.81
CENTRAL,NYANDARUA SOUTH,KINANGOP NORTH,ENGINEER,KAHURU MURUAKI,10226,10577,20803,4990,95.51,217.81
