code,name,slug,location_code,location_name,division_code,district_code,former_province_code,population_2009,population_male,population_female,households,area_km2,density_per_km2
284,Kambaa,kambaa,84,Kirenga,23,8,CEN,6436,3212,3224,1483,47.76,134.74
285,Kirenga,kirenga,84,Kirenga,23,8,CEN,4032,1945,2087,1044,5.01,804.87
286,Githirioni,githirioni,85,Lari,23,8,CEN,3386,1664,1722,851,22.62,149.67
287,Lari Scheme,lari-scheme,85,Lari,23,8,CEN,6415,3261,3154,1723,19.1,335.94
288,Aberdare Forest,aberdare-forest,86,Aberdare Forest,24,9,CEN,42,27,15,19,173.92,0.24
289,Gatheru,gatheru,87,Kahuhia,25,9,CEN,5268,2427,2841,1470,10.69,492.66
290,Kirogo,kirogo,87,Kahuhia,25,9,CEN,5670,2642,3028,1520,8.81,643.62
291,Mukangu,mukangu,87,Kahuhia,25,9,CEN,3121,1537,1584,845,7.21,432.58
292,Gatundu,gatundu,88,Mugoiri,25,9,CEN,4959,2355,2604,1370,9.63,515.12
293,Kahuro,kahuro,88,Mugoiri,25,9,CEN,7284,3398,3886,2147,12.65,575.78
294,Kiria,kiria,88,Mugoiri,25,9,CEN,8759,4232,4527,2440,18.8,465.95
295,Mirichu,mirichu,88,Mugoiri,25,9,CEN,8190,3894,4296,2250,16.31,502.29
296,Gathaithi,gathaithi,89,Murarandia,25,9,CEN,6569,3205,3364,1805,18.32,358.51
297,Gatuya,gatuya,89,Murarandia,25,9,CEN,6007,2880,3127,1688,9.61,624.88
298,Kaganda,kaganda,89,Murarandia,25,9,CEN,5199,2460,2739,1421,10.03,518.27
299,Murarandia,murarandia,89,Murarandia,25,9,CEN,5826,2824,3002,1646,13.9,419.26
300,Theri,theri,89,Murarandia,25,9,CEN,5342,2546,2796,1563,8.17,654.23
301,Kahuti,kahuti,90,Weithaga,25,9,CEN,4823,2307,2516,1315,7.21,668.88
302,Wangu,wangu,90,Weithaga,25,9,CEN,3837,1873,1964,1070,6.82,562.27
303,Wanjengi,wanjengi,90,Weithaga,25,9,CEN,6179,2925,3254,1770,10.05,615.06
304,Gacharaigu,gacharaigu,91,Iyego,26,9,CEN,4296,2026,2270,1249,10.53,408.07
305,Gikui,gikui,91,Iyego,26,9,CEN,5070,2458,2612,1410,9.28,546.18
306,Githunguri,githunguri,91,Iyego,26,9,CEN,3082,1430,1652,869,6.38,483.38
307,Nyakahura,nyakahura,91,Iyego,26,9,CEN,3989,1854,2135,1087,10.13,393.71
308,Githiga,githiga,92,Kanyenyaini,26,9,CEN,4541,2158,2383,1293,7.44,610.46
309,Gitugu,gitugu,92,Kanyenyaini,26,9,CEN,3324,1574,1750,956,5.82,571.06
310,Kanyenyaini,kanyenyaini,92,Kanyenyaini,26,9,CEN,3724,1835,1889,1096,7.82,476.39
311,Kibutha,kibutha,92,Kanyenyaini,26,9,CEN,2381,1087,1294,638,4.46,534.02
312,Ngoei-Ini,ngoei-ini,92,Kanyenyaini,26,9,CEN,1529,743,786,423,4.02,380.09
313,Ichichi,ichichi,93,Kiruri,26,9,CEN,2310,1155,1155,616,8.97,257.4
314,Karurumo,karurumo,93,Kiruri,26,9,CEN,1654,845,809,477,6.87,240.74
315,Kiruri,kiruri,93,Kiruri,26,9,CEN,2413,1180,1233,720,8.5,283.84
316,Ndui-Ini,ndui-ini,93,Kiruri,26,9,CEN,1316,644,672,356,6.47,203.5
317,Tuthu,tuthu,93,Kiruri,26,9,CEN,1520,765,755,416,6.42,236.81
318,Gakira,gakira,94,Muguru,26,9,CEN,6911,3425,3486,2161,8.06,857.22
319,Kanorero,kanorero,94,Muguru,26,9,CEN,3198,1545,1653,839,4.84,661.11
320,Kiairathe,kiairathe,94,Muguru,26,9,CEN,3334,1531,1803,947,5.29,630.02
321,Watuha,watuha,94,Muguru,26,9,CEN,4644,2207,2437,1305,6.49,715.92
322,Kiawambogo,kiawambogo,95,Rwathia,26,9,CEN,4245,1966,2279,1161,11.18,379.86
323,Kihoya,kihoya,95,Rwathia,26,9,CEN,4741,2288,2453,1302,9.93,477.39
324,Rwathia,rwathia,95,Rwathia,26,9,CEN,5023,2311,2712,1447,8.89,565.12
325,Wanjerere,wanjerere,95,Rwathia,26,9,CEN,3743,1879,1864,1046,15.85,236.16
326,Gakuyu,gakuyu,96,Gaturi,27,9,CEN,6403,3122,3281,1748,17.4,367.93
327,Gathukiini,gathukiini,96,Gaturi,27,9,CEN,8003,3745,4258,2248,14.15,565.43
328,Geitwa/Mugeka,geitwa-mugeka,96,Gaturi,27,9,CEN,5449,2679,2770,1490,13.25,411.21
329,Githuri,githuri,97,Gikindu,27,9,CEN,3100,1564,1536,857,29.79,104.06
330,Kambirwa,kambirwa,97,Gikindu,27,9,CEN,6157,3067,3090,1711,19.11,322.17
331,Mirira,mirira,97,Gikindu,27,9,CEN,5815,2822,2993,1548,33.86,171.73
332,Kigongo,kigongo,98,Kimathi,27,9,CEN,3097,1495,1602,816,10.7,289.36
333,Nyakihai,nyakihai,98,Kimathi,27,9,CEN,6014,3006,3008,1507,24.25,248.02
334,Rurii,rurii,98,Kimathi,27,9,CEN,4422,2182,2240,1120,23.29,189.84
335,Gikandu,gikandu,99,Mbiri,27,9,CEN,4248,2141,2107,1107,9.74,436.1
336,Maragi,maragi,99,Mbiri,27,9,CEN,3968,1969,1999,1085,5.05,785.21
337,Muchungucha,muchungucha,99,Mbiri,27,9,CEN,9883,4772,5111,2512,21.26,464.8
338,Karuri,karuri,100,Township,27,9,CEN,7562,3660,3902,2690,5.43,1393.4
339,Mukuyu,mukuyu,100,Township,27,9,CEN,12848,6084,6764,4458,7.58,1695.9
340,Njogu-Ini,njogu-ini,100,Township,27,9,CEN,7074,3677,3397,1915,6.7,1055.85
341,Chui,chui,101,Gitugi,28,9,CEN,2674,1234,1440,715,5.06,528.16
342,Gitugi,gitugi,101,Gitugi,28,9,CEN,4771,2236,2535,1370,10.05,474.84
343,Kambara,kambara,101,Gitugi,28,9,CEN,2011,948,1063,585,4.25,473.56
344,Karunge,karunge,101,Gitugi,28,9,CEN,2914,1371,1543,861,5.04,578.42
345,Mihuti,mihuti,101,Gitugi,28,9,CEN,2155,1002,1153,622,4.23,509.7
346,Ngutu,ngutu,101,Gitugi,28,9,CEN,4967,2411,2556,1432,7.85,633.13
347,Runyeki,runyeki,101,Gitugi,28,9,CEN,3371,1568,1803,947,12.76,264.2
348,Kairi,kairi,102,Kamacharia,28,9,CEN,4105,1962,2143,1169,7.37,556.69
349,Kamacharia,kamacharia,102,Kamacharia,28,9,CEN,5791,2802,2989,1747,9.61,602.36
350,Kamune,kamune,102,Kamacharia,28,9,CEN,6502,3125,3377,1921,11.86,548.14
351,Thuita,thuita,102,Kamacharia,28,9,CEN,4507,2143,2364,1266,8.27,544.84
352,Kagumo-Ini,kagumo-ini,103,Kiru,28,9,CEN,3809,1777,2032,1087,7.19,529.68
353,Kairo,kairo,103,Kiru,28,9,CEN,3458,1719,1739,944,9.71,356.26
354,Kanjama,kanjama,103,Kiru,28,9,CEN,5349,2487,2862,1404,8.4,636.97
355,Kiambuthia,kiambuthia,103,Kiru,28,9,CEN,5797,2821,2976,1501,11.2,517.63
356,Kiriaini,kiriaini,103,Kiru,28,9,CEN,3436,1592,1844,1151,4.82,713.03
357,Kora,kora,103,Kiru,28,9,CEN,3763,1754,2009,1033,5.5,684.24
358,Gacharageini,gacharageini,104,Njumbi,28,9,CEN,3403,1674,1729,908,9.53,357.09
359,Gatunguru,gatunguru,104,Njumbi,28,9,CEN,3526,1653,1873,974,6.13,575.41
360,Gikoe,gikoe,104,Njumbi,28,9,CEN,3796,1831,1965,1008,6.27,605.14
361,Kagongo,kagongo,104,Njumbi,28,9,CEN,1815,910,905,502,7.25,250.25
362,Kiamuturi,kiamuturi,104,Njumbi,28,9,CEN,2711,1374,1337,638,9.97,272.04
363,Nyakianga,nyakianga,104,Njumbi,28,9,CEN,3546,1705,1841,951,5.03,704.83
364,Aberdare Forest,aberdare-forest,105,Aberdare Forest,29,10,CEN,0,0,0,0,80.46,0
365,Gaichanjiru,gaichanjiru,106,Gaichanjiru,30,10,CEN,3851,1845,2006,1020,4.93,780.9
366,Kagira,kagira,106,Gaichanjiru,30,10,CEN,2926,1345,1581,774,5.25,556.96
367,Kagumo-Ini,kagumo-ini,106,Gaichanjiru,30,10,CEN,5731,2796,2935,1444,9.86,581.32
368,Maria-Ini,maria-ini,106,Gaichanjiru,30,10,CEN,3882,1832,2050,995,7.51,516.74
369,Ngurwe-Ini,ngurwe-ini,106,Gaichanjiru,30,10,CEN,5781,2715,3066,1539,7.67,753.34
370,Gakarara,gakarara,107,Ithiru,30,10,CEN,4978,2420,2558,1205,5.43,917.3
371,Gakui/Karimamwaro,gakui-karimamwaro,107,Ithiru,30,10,CEN,8150,3834,4316,2057,13.2,617.57
372,Githuya,githuya,107,Ithiru,30,10,CEN,1792,882,910,466,2.98,601.75
373,Kaguthi,kaguthi,107,Ithiru,30,10,CEN,6109,2885,3224,1552,8.74,699.28
374,Kiiri,kiiri,107,Ithiru,30,10,CEN,6153,2955,3198,1703,7.33,839.29
375,Githunguri,githunguri,108,Kagundu-Ini,30,10,CEN,4052,1995,2057,1039,6.75,600.04
376,Gitura,gitura,108,Kagundu-Ini,30,10,CEN,5608,2751,2857,1501,7.01,800.07
377,Kabati,kabati,108,Kagundu-Ini,30,10,CEN,8681,4242,4439,2529,8.93,971.77
378,Kagundu-Ini,kagundu-ini,108,Kagundu-Ini,30,10,CEN,4987,2426,2561,1349,6.37,782.83
379,Kariti,kariti,108,Kagundu-Ini,30,10,CEN,5519,2661,2858,1453,9.2,599.81
380,Gatitu,gatitu,109,Muruka,30,10,CEN,4097,1965,2132,1087,6.73,608.34
381,Muruka(Kiranga),muruka-kiranga,109,Muruka,30,10,CEN,13034,6270,6764,3454,16.88,772.3
382,Nguthuru,nguthuru,109,Muruka,30,10,CEN,6404,3170,3234,1687,8.76,730.98
383,Kawendo,kawendo,110,Ngararia,30,10,CEN,3252,1592,1660,806,4.33,750.57
384,Naaro,naaro,110,Ngararia,30,10,CEN,8909,4425,4484,2325,11.73,759.8
385,Ngararia,ngararia,110,Ngararia,30,10,CEN,5844,2838,3006,1566,5.85,999.62
386,Gacharage,gacharage,111,Ruchu,30,10,CEN,9804,4787,5017,2542,17.17,571.01
387,Githumu,githumu,111,Ruchu,30,10,CEN,9445,4709,4736,2495,20.32,464.78
388,Gituru,gituru,111,Ruchu,30,10,CEN,3358,1696,1662,879,8.89,377.58
389,Kariua,kariua,111,Ruchu,30,10,CEN,6192,2908,3284,1705,11.41,542.89
390,Mungaria/Mukangu,mungaria-mukangu,111,Ruchu,30,10,CEN,8124,3892,4232,2062,12.68,640.85
391,Kangari,kangari,112,Kangari,31,10,CEN,11910,5946,5964,3420,22.38,532.26
392,Makomboki,makomboki,112,Kangari,31,10,CEN,8295,4139,4156,2204,24.05,344.93
393,Mariira,mariira,112,Kangari,31,10,CEN,8990,4383,4607,2422,17.32,518.92
394,Gachocho,gachocho,113,Kigumo,31,10,CEN,7814,3701,4113,2108,13.75,568.37
395,Githima,githima,113,Kigumo,31,10,CEN,10244,4807,5437,2726,15.24,671.99
396,Irigu-Ini,irigu-ini,113,Kigumo,31,10,CEN,3975,1901,2074,1182,5.78,687.31
397,Kirere,kirere,113,Kigumo,31,10,CEN,7096,3405,3691,1878,9.37,757.15
398,Marumi,marumi,113,Kigumo,31,10,CEN,2005,965,1040,583,3.28,611.65
399,Gacharage,gacharage,114,Kinyona,31,10,CEN,6614,3269,3345,1789,24.86,266.03
400,Kamukabi,kamukabi,114,Kinyona,31,10,CEN,7272,3498,3774,1859,15.3,475.29
401,Kinyona,kinyona,114,Kinyona,31,10,CEN,6546,3232,3314,1797,21.58,303.32
402,Iganjo,iganjo,115,Kamahuha,32,10,CEN,4923,2429,2494,1232,16.23,303.36
403,Kaharati,kaharati,115,Kamahuha,32,10,CEN,4800,2328,2472,1242,9.38,511.79
404,Kamahuha,kamahuha,115,Kamahuha,32,10,CEN,4528,2126,2402,1193,8.78,515.54
405,Sabasaba,sabasaba,115,Kamahuha,32,10,CEN,9938,4758,5180,2784,13.38,743.01
406,Kambiti,kambiti,116,Kambiti,32,10,CEN,5056,2531,2525,1289,20.32,248.8
407,Karia-Ini,karia-ini,116,Kambiti,32,10,CEN,3583,1799,1784,878,11.27,318.05
408,Maranjau,maranjau,116,Kambiti,32,10,CEN,1934,1075,859,489,6.87,281.47
409,Mihango,mihango,116,Kambiti,32,10,CEN,3999,1956,2043,1006,9.28,430.76
410,Gakungu,gakungu,117,Makuyu,32,10,CEN,7969,3950,4019,2131,24.38,326.82
411,Gathungururu,gathungururu,117,Makuyu,32,10,CEN,5465,2762,2703,1422,46.09,118.57
412,Kimorori,kimorori,117,Makuyu,32,10,CEN,11114,5412,5702,2895,24.67,450.54
413,Kirimiri,kirimiri,117,Makuyu,32,10,CEN,12120,6042,6078,2924,76.06,159.35
414,Makuyu,makuyu,117,Makuyu,32,10,CEN,6821,3291,3530,1832,13.97,488.23
415,Wempa,wempa,117,Makuyu,32,10,CEN,15786,7867,7919,4245,55.18,286.07
416,Gikomora,gikomora,118,Ichagaki,33,10,CEN,4476,2152,2324,1186,7.19,622.68
417,Ichagaki,ichagaki,118,Ichagaki,33,10,CEN,5636,2672,2964,1403,10.77,523.42
418,Kianjiru-Ini,kianjiru-ini,118,Ichagaki,33,10,CEN,10242,4850,5392,2980,12.96,790.52
419,Samar,samar,118,Ichagaki,33,10,CEN,2899,1580,1319,837,27.22,106.49
420,Gakuyu,gakuyu,119,Kahumbu,33,10,CEN,4750,2226,2524,1257,6.24,761.65
421,Githembe,githembe,119,Kahumbu,33,10,CEN,4352,2053,2299,1198,6.01,723.92
422,Kahariro,kahariro,119,Kahumbu,33,10,CEN,2700,1234,1466,738,4.96,544.42
423,Kandani,kandani,119,Kahumbu,33,10,CEN,5300,2530,2770,1385,12.39,427.64
424,Mugumo-Ini,mugumo-ini,119,Kahumbu,33,10,CEN,2484,1179,1305,654,3.62,686.68
425,Kamuiru,kamuiru,120,Maragua Ridge,33,10,CEN,2979,1494,1485,730,10.71,278.12
426,Maragua Ridge,maragua-ridge,120,Maragua Ridge,33,10,CEN,3644,1834,1810,928,19.32,188.62
427,Gikarangu,gikarangu,121,Muthithi,33,10,CEN,6787,3355,3432,1665,11.65,582.83
428,Kagurumo,kagurumo,121,Muthithi,33,10,CEN,4904,2355,2549,1220,9.95,492.81
429,Kiahiti,kiahiti,121,Muthithi,33,10,CEN,2751,1324,1427,734,3.55,774.56
430,Mungu-Ini,mungu-ini,121,Muthithi,33,10,CEN,3608,1726,1882,926,4.29,840.61
431,Muthithi,muthithi,121,Muthithi,33,10,CEN,5369,2579,2790,1405,6.49,826.78
432,Gakoigo,gakoigo,122,Nginda,33,10,CEN,7567,3735,3832,2119,12.93,585.14
433,Gathera,gathera,122,Nginda,33,10,CEN,4784,2287,2497,1239,8.89,538.42
434,Irembu,irembu,122,Nginda,33,10,CEN,1515,753,762,404,2.19,692.29
435,Itaaga,itaaga,122,Nginda,33,10,CEN,2950,1393,1557,813,4.19,703.22
436,Kaharo,kaharo,122,Nginda,33,10,CEN,3763,1777,1986,1004,6.62,568.2
437,Mbugua,mbugua,122,Nginda,33,10,CEN,3781,1859,1922,989,7.87,480.66
438,Aberdare Forest,aberdare-forest,123,Aberdare Forest,34,11,CEN,0,0,0,0,132.82,0
439,Kariki,kariki,124,Kahutha,35,11,CEN,3819,1944,1875,903,48.31,79.06
440,Kianjogu,kianjogu,124,Kahutha,35,11,CEN,2903,1401,1502,731,56.05,51.79
441,Kiriogo,kiriogo,124,Kahutha,35,11,CEN,2516,1250,1266,641,18.55,135.6
442,Muricho,muricho,124,Kahutha,35,11,CEN,7090,3479,3611,1927,44.51,159.28
443,Uruku,uruku,124,Kahutha,35,11,CEN,2668,1309,1359,689,30.07,88.72
444,Kanyagia,kanyagia,125,Kanyagia,35,11,CEN,3131,1478,1653,797,19.01,164.67
445,Kihara,kihara,125,Kanyagia,35,11,CEN,2462,1219,1243,650,32.27,76.3
446,Muruai,muruai,125,Kanyagia,35,11,CEN,5371,2629,2742,1291,38.68,138.84
447,Mairo-Inya,mairo-inya,126,Kirita,35,11,CEN,13509,6547,6962,3642,25.48,530.17
448,Shauri,shauri,126,Kirita,35,11,CEN,3831,1857,1974,943,10.95,349.83
449,Karagoini,karagoini,127,Leshau,35,11,CEN,6650,3162,3488,1647,47.79,139.14
450,Mbuyu,mbuyu,127,Leshau,35,11,CEN,6449,3059,3390,1713,49.74,129.66
451,Leshau,leshau,128,Mathingira,35,11,CEN,6292,3033,3259,1631,39.06,161.09
452,Ndivai,ndivai,128,Mathingira,35,11,CEN,2494,1214,1280,621,19.82,125.85
453,Karandi,karandi,129,Shamata,35,11,CEN,6300,3068,3232,1461,22.36,281.81
454,Kirima,kirima,129,Shamata,35,11,CEN,4546,2258,2288,1017,47.32,96.06
455,Pesi,pesi,129,Shamata,35,11,CEN,3736,1880,1856,1046,50.92,73.37
456,Shamata,shamata,129,Shamata,35,11,CEN,6921,3444,3477,1745,30.73,225.23
457,Simbara,simbara,129,Shamata,35,11,CEN,1938,998,940,522,21.99,88.12
458,Gathanji,gathanji,130,Gathanji,36,11,CEN,7710,3909,3801,1831,56.17,137.26
459,Ngano,ngano,130,Gathanji,36,11,CEN,6118,3048,3070,1518,25.37,241.19
460,Silibwet,silibwet,130,Gathanji,36,11,CEN,13621,6764,6857,3265,52.38,260.04
461,Gatimu,gatimu,131,Gatimu,36,11,CEN,13600,6584,7016,3675,38.78,350.65
462,Gikingi,gikingi,131,Gatimu,36,11,CEN,9164,4501,4663,2718,10.07,910.14
463,Kanguo,kanguo,131,Gatimu,36,11,CEN,3577,1874,1703,909,23.38,152.99
464,Lesriko,lesriko,132,Ol Joro-Orok,36,11,CEN,7376,3542,3834,1969,21.83,337.93
465,Nyairoko,nyairoko,132,Ol Joro-Orok,36,11,CEN,2054,1052,1002,557,19.41,105.82
466,Oraimutia,oraimutia,132,Ol Joro-Orok,36,11,CEN,3834,1918,1916,944,29.6,129.54
467,Gatumbiro,gatumbiro,133,Weru,36,11,CEN,4705,2283,2422,1174,27.88,168.77
468,Kirimangai,kirimangai,133,Weru,36,11,CEN,5398,2658,2740,1301,22.07,244.54
469,Weru,weru,133,Weru,36,11,CEN,8668,4221,4447,2210,62.11,139.56
470,Gichungo,gichungo,134,Kaimbaga,37,11,CEN,11234,5628,5606,3166,47.74,235.33
471,Kandutura,kandutura,134,Kaimbaga,37,11,CEN,6692,3261,3431,1568,64,104.56
472,Matindiri,matindiri,135,Ndundori,37,11,CEN,3458,1716,1742,817,26.53,130.32
473,Milangine,milangine,135,Ndundori,37,11,CEN,11971,5911,6060,2633,36.46,328.33
474,Ruiru,ruiru,135,Ndundori,37,11,CEN,6360,3084,3276,1389,23.75,267.76
475,Sabugo,sabugo,135,Ndundori,37,11,CEN,15085,7288,7797,3376,33.11,455.64
476,Ngorika,ngorika,136,Ngorika,37,11,CEN,13439,6646,6793,3145,52.46,256.2
477,Mawingo,mawingo,137,Ol Kalou,37,11,CEN,14418,6973,7445,3002,52.64,273.87
478,Munyeki,munyeki,137,Ol Kalou,37,11,CEN,11096,5448,5648,3042,52.49,211.41
479,Matura,matura,138,Rurii,37,11,CEN,9138,4432,4706,2175,35.27,259.11
480,Passenga,passenga,138,Rurii,37,11,CEN,5044,2521,2523,1286,35.54,141.91
481,Rurii,rurii,138,Rurii,37,11,CEN,9770,4784,4986,2416,56.39,173.27
482,Kanjuiri,kanjuiri,139,Tumaini,37,11,CEN,8653,4345,4308,1919,48.41,178.74
483,Upper Gilgil,upper-gilgil,139,Tumaini,37,11,CEN,3742,1891,1851,975,21.85,171.23
484,Aberdare Forest,aberdare-forest,140,Aberdare Forest,38,12,CEN,0,0,0,0,117.41,0
485,Gathara,gathara,141,Engineer,39,12,CEN,10262,5051,5211,2399,57.39,178.81
486,Kahuru Muruaki,kahuru-muruaki,141,Engineer,39,12,CEN,20803,10226,10577,4990,95.51,217.81
487,Murungaru,murungaru,141,Engineer,39,12,CEN,14709,7147,7562,3352,72.41,203.15
488,Kinja,kinja,142,Kinangop North,39,12,CEN,8514,4065,4449,2151,21.43,397.34
489,Kitiri,kitiri,142,Kinangop North,39,12,CEN,8557,4269,4288,1821,88.57,96.61
490,Mikaro,mikaro,142,Kinangop North,39,12,CEN,3292,1617,1675,679,61.53,53.51
491,Mkungi,mkungi,142,Kinangop North,39,12,CEN,8919,4339,4580,1928,30.93,288.37
492,Nandarasi,nandarasi,142,Kinangop North,39,12,CEN,12341,6081,6260,2896,45.08,273.78
493,Bamboo,bamboo,143,Magumu,40,12,CEN,11855,5614,6241,2972,19.08,621.18
494,Gitwe,gitwe,143,Magumu,40,12,CEN,5567,2751,2816,1353,11.89,468.08
495,Karati,karati,143,Magumu,40,12,CEN,7283,3628,3655,1670,30.5,238.79
496,Matura,matura,143,Magumu,40,12,CEN,8216,3987,4229,1957,22.81,360.15
497,Kiburu,kiburu,144,Njabini,40,12,CEN,11099,5551,5548,2744,70.19,158.12
498,Muruaki,muruaki,144,Njabini,40,12,CEN,6174,3018,3156,1454,23.26,265.44
499,Njabini,njabini,144,Njabini,40,12,CEN,9566,4753,4813,2437,28.66,333.72
500,Tulaga,tulaga,144,Njabini,40,12,CEN,7880,3828,4052,1767,31.07,253.64
501,Githabai,githabai,145,Nyakio,40,12,CEN,5879,2923,2956,1383,38.58,152.4
502,Karangatha,karangatha,145,Nyakio,40,12,CEN,8806,4260,4546,2063,13.32,661.06
503,Koinange,koinange,145,Nyakio,40,12,CEN,6323,3109,3214,1405,25.44,248.58
504,Mukeu,mukeu,145,Nyakio,40,12,CEN,8732,4316,4416,2014,21.48,406.59
505,Rwanyambo,rwanyambo,145,Nyakio,40,12,CEN,7602,3798,3804,1706,12.9,589.49
506,Geta,geta,146,Geta,41,12,CEN,6215,3037,3178,1441,20.15,308.49
507,Kiambogo,kiambogo,146,Geta,41,12,CEN,4558,2175,2383,975,15.93,286.13
508,Makumbi,makumbi,146,Geta,41,12,CEN,4679,2255,2424,1013,10.07,464.53
509,Mikeu,mikeu,146,Geta,41,12,CEN,4807,2318,2489,1152,18.21,264.03
510,Githioro,githioro,147,Kipipiri,41,12,CEN,12556,6058,6498,3004,85.15,147.45
511,Miharati,miharati,147,Kipipiri,41,12,CEN,12299,6042,6257,2860,58.31,210.91
512,Kiriko,kiriko,148,Lereshwa,41,12,CEN,7481,3686,3795,1702,67.35,111.07
513,Lereshwa,lereshwa,148,Lereshwa,41,12,CEN,4850,2382,2468,1134,28.23,171.82
514,Malewa,malewa,149,Malewa,41,12,CEN,5842,2760,3082,1342,41.1,142.13
515,Ndemi,ndemi,149,Malewa,41,12,CEN,8176,4035,4141,1910,58.96,138.67
516,Gatondo,gatondo,150,Wanjohi,41,12,CEN,6134,3021,3113,1379,51.84,118.32
517,Rironi,rironi,150,Wanjohi,41,12,CEN,3893,1848,2045,1025,23.88,163.02
518,Wanjohi,wanjohi,150,Wanjohi,41,12,CEN,13848,6696,7152,3204,64.5,214.71
519,Aberdare Forest,aberdare-forest,151,Aberdare Forest,42,13,CEN,0,0,0,0,301.47,0
520,Gathiuru,gathiuru,152,Gakawa,43,13,CEN,5370,2886,2484,1609,118.21,45.43
521,Githima,githima,152,Gakawa,43,13,CEN,4855,2416,2439,1363,39.04,124.36
522,Kahurura,kahurura,152,Gakawa,43,13,CEN,16096,7981,8115,5125,94.29,170.71
523,Kimahuri,kimahuri,153,Kabaru,43,13,CEN,6577,3322,3255,1961,13.39,491.24
524,Kirima,kirima,153,Kabaru,43,13,CEN,5460,2858,2602,1505,62.36,87.55
525,Munyu,munyu,153,Kabaru,43,13,CEN,3576,1773,1803,1020,26.46,135.14
526,Ndathi,ndathi,153,Kabaru,43,13,CEN,6471,3310,3161,1719,101.4,63.81
527,Gikamba,gikamba,154,Kiamathaga,43,13,CEN,4184,2183,2001,1098,66.41,63
528,Kabendera,kabendera,154,Kiamathaga,43,13,CEN,2891,1419,1472,830,11.31,255.63
529,Murichu,murichu,154,Kiamathaga,43,13,CEN,2674,1353,1321,762,11.31,236.53
530,Thigithi,thigithi,154,Kiamathaga,43,13,CEN,2194,1175,1019,666,21.05,104.21
531,Gaturiri,gaturiri,155,Naromoru,43,13,CEN,3550,1814,1736,1063,29.48,120.44
532,Kamburaini,kamburaini,155,Naromoru,43,13,CEN,6414,3224,3190,1813,42.66,150.37
533,Naromoru,naromoru,155,Naromoru,43,13,CEN,4101,2040,2061,1661,6.56,624.91
534,Ndiriti,ndiriti,155,Naromoru,43,13,CEN,3833,1964,1869,1094,16.75,228.9
535,Rongai,rongai,155,Naromoru,43,13,CEN,3635,1681,1954,989,37.72,96.38
536,Lusoi,lusoi,156,Thegu,43,13,CEN,2105,1138,967,605,34.16,61.63
537,Maragima,maragima,156,Thegu,43,13,CEN,3236,1629,1607,872,22.83,141.73
538,Thirigitu,thirigitu,156,Thegu,43,13,CEN,4368,2263,2105,1446,26.72,163.5
539,Thungari,thungari,156,Thegu,43,13,CEN,4910,2568,2342,1811,35.01,140.25
540,Charity,charity,157,Endarasha,44,13,CEN,5418,2769,2649,1456,21.9,247.44
541,Endarasha,endarasha,157,Endarasha,44,13,CEN,6616,3143,3473,1907,16.6,398.62
542,Gakanga,gakanga,157,Endarasha,44,13,CEN,2069,1050,1019,569,23.42,88.34
543,Mitero,mitero,157,Endarasha,44,13,CEN,3590,1785,1805,901,14.87,241.41
544,Embaringo,embaringo,158,Gatarakwa,44,13,CEN,4620,2336,2284,1217,62.76,73.62
545,Kamariki,kamariki,158,Gatarakwa,44,13,CEN,6538,3285,3253,1809,88.36,73.99
546,Lamuria,lamuria,158,Gatarakwa,44,13,CEN,4574,2292,2282,1366,32.13,142.36
547,Watuka,watuka,158,Gatarakwa,44,13,CEN,4293,2124,2169,1126,23.87,179.87
548,Kamiruri,kamiruri,159,Mugunda,44,13,CEN,2766,1325,1441,722,19.23,143.8
549,Karemeno,karemeno,159,Mugunda,44,13,CEN,1833,909,924,538,18.4,99.61
550,Nairutia,nairutia,159,Mugunda,44,13,CEN,4476,2195,2281,1191,58.76,76.17
551,Ruirii,ruirii,159,Mugunda,44,13,CEN,3525,1706,1819,993,44.08,79.97
552,Amboni,amboni,160,Mweiga,44,13,CEN,4344,2156,2188,1194,13.06,332.5
553,Bondeni,bondeni,160,Mweiga,44,13,CEN,1419,691,728,367,5.27,269.21
554,Kamatongu,kamatongu,160,Mweiga,44,13,CEN,8714,4250,4464,2915,37.46,232.62
555,Njengu,njengu,160,Mweiga,44,13,CEN,2787,1404,1383,784,13.51,206.22
556,Kabati,kabati,161,Mwiyogo,44,13,CEN,2490,1261,1229,701,28.27,88.08
557,Labura,labura,161,Mwiyogo,44,13,CEN,5495,2745,2750,1494,65.48,83.92
558,Muthuini,muthuini,161,Mwiyogo,44,13,CEN,1994,986,1008,571,19.75,100.98
559,Mwiyogo,mwiyogo,161,Mwiyogo,44,13,CEN,1751,861,890,471,16.1,108.73
560,Chehe,chehe,162,Iriaini,45,13,CEN,4398,2085,2313,1383,10.35,424.78
561,Gatundu,gatundu,162,Iriaini,45,13,CEN,3065,1470,1595,902,4.2,729.4
562,Kaguyu,kaguyu,162,Iriaini,45,13,CEN,5129,2467,2662,1531,10.36,495.08
563,Kaira,kaira,162,Iriaini,45,13,CEN,4122,1950,2172,1219,6.05,680.89
564,Kiaguthi,kiaguthi,162,Iriaini,45,13,CEN,3182,1567,1615,937,5.71,557.57
565,Kiamwangi,kiamwangi,162,Iriaini,45,13,CEN,5057,2442,2615,1523,5.58,906.84
566,Thegenge,thegenge,162,Iriaini,45,13,CEN,2699,1289,1410,854,7.53,358.39
